Det,P_Type,x[mm],y[mm],z[mm],px[MeV/c],py[MeV/c],pz[MeV/c],E[GeV]
2,pi+,65.1924,-205.066,3927.35,42.7554,-195.881,289.809,0.239463
2,pi+,21.6299,-34.5557,3927.35,-6.90881,-52.5722,331.447,0.223951
2,pi+,-10.1522,-130.898,3927.35,20.2476,-70.5598,342.528,0.237516
2,pi+,150.145,69.5851,3927.35,71.7797,26.1071,363.697,0.257405
2,pi+,-520.482,438.17,3927.35,-22.8199,59.431,258.513,0.161032
2,pi+,445.906,126.915,3927.35,360.221,78.1055,98.9262,0.266786
2,pi+,-214.442,-168.819,3927.35,-42.6549,-30.8295,92.2644,0.0358219
2,pi+,-252.427,-16.1566,3927.35,-85.8109,14.1874,370.89,0.266144
2,pi+,151.251,-13.3617,3927.35,62.5822,-1.93178,312.928,0.208746
2,pi+,66.1766,43.487,3927.35,236.484,22.746,194.263,0.197565
2,pi+,109.807,-6.85369,3927.35,55.627,-13.758,345.308,0.237259
2,pi+,-8.43636,689.18,3927.35,16.821,41.4332,379.054,0.26683
2,pi+,292.693,97.5751,3927.35,176.889,78.1366,209.728,0.178015
2,pi+,-32.458,382.587,3927.35,-11.1975,265.124,203.768,0.222945
2,pi+,-197.029,-39.3855,3927.35,-193.528,-41.162,243.889,0.2041
2,pi+,35.9597,-323.843,3927.35,36.8061,-230.643,286.067,0.255226
2,pi+,-57.2564,-9.46131,3927.35,190.553,92.1501,214.923,0.192805
2,pi+,-107.123,166.508,3927.35,-111.481,152.762,285.53,0.230256
2,pi+,112.697,120.22,3927.35,61.1869,63.7748,381.169,0.275858
2,pi+,60.1322,123.469,3927.35,5.47291,10.9929,318.098,0.208017
2,pi+,222.212,-366.958,3927.35,161.705,-249.703,118.121,0.209617
2,pi+,71.7398,-10.2637,3927.35,18.0876,22.9543,138.604,0.0592883
2,pi+,-84.9366,138.187,3927.35,1.72736,-20.4666,221.242,0.122821
2,pi+,214.564,25.3912,3927.35,229.892,26.058,114.848,0.154027
2,pi+,-350.848,11.9714,3927.35,-90.4504,3.97277,280.808,0.186819
2,pi+,189.612,-172.485,3927.35,26.7663,-126.753,150.428,0.103104
2,pi+,-687.981,-75.7594,3927.35,-12.7054,-19.3561,345.828,0.234078
2,pi+,-271.298,142.472,3927.35,-45.4244,140.248,162.885,0.120707
2,pi+,-12.2108,139.718,3927.35,-0.256523,11.7322,341.681,0.229704
2,pi+,25.5112,173.789,3927.35,-22.8749,-151.063,82.7847,0.0833119
2,pi+,-226.653,44.4478,3927.35,-10.9561,3.81677,206.35,0.109818
2,pi+,-19.0691,78.7208,3927.35,-52.5012,78.3272,146.444,0.0836273
2,pi+,76.5164,3.96058,3927.35,132.908,33.2743,108.198,0.0839428
2,pi+,-71.8802,190.2,3927.35,-4.52913,14.5827,281.513,0.175013
2,pi+,-113.528,152.933,3927.35,-8.67484,-31.8084,306.472,0.198797
2,pi+,91.1641,-67.3598,3927.35,60.4979,-37.2341,372.512,0.264523
2,pi+,-10.7662,28.2818,3927.35,87.8668,-246.131,244.351,0.244472
2,pi+,-241.987,-24.5623,3927.35,-50.8765,-16.7746,272.635,0.171363
2,pi+,95.188,-39.2191,3927.35,234.898,-24.9338,217.412,0.209752
2,pi+,-159.95,-111.569,3927.35,44.6449,14.3001,369.6,0.258276
2,pi+,-224.477,58.0119,3927.35,79.5691,1.28265,270.307,0.174879
2,pi+,107.962,-151.382,3927.35,156.716,-199.178,164.178,0.193095
2,pi+,-220.299,462.274,3927.35,-127.174,274.371,130.8,0.218258
2,pi+,-130.252,-291.347,3927.35,51.4316,-217.887,111.518,0.146849
2,pi+,-69.0047,-217.011,3927.35,-31.8412,-80.3624,338.123,0.236301
2,pi+,-238.488,-31.8161,3927.35,-24.1935,-1.21895,353.862,0.241593
2,pi+,-20.2963,82.5808,3927.35,15.9141,123.482,67.9949,0.059437
2,pi+,107.029,47.3157,3927.35,-151.154,-9.46768,147.548,0.113782
2,pi+,-184.102,235.146,3927.35,-62.0801,217.818,303.692,0.264171
2,pi+,160.63,-70.2723,3927.35,179.669,-152.336,245.545,0.228207
2,pi+,175.421,-22.4607,3927.35,25.9102,56.0193,256.207,0.158643
2,pi+,-67.6758,15.9329,3927.35,94.3361,-6.83831,364.587,0.262113
2,pi+,-192.218,605.85,3927.35,-38.2059,2.87866,377.603,0.26482
2,pi+,-93.3441,182.481,3927.35,-29.2398,79.5759,390.084,0.283316
2,pi+,21.4626,-22.7529,3927.35,-215.21,51.2137,193.514,0.185799
2,pi+,44.595,-192.952,3927.35,55.8297,-109.827,220.652,0.149126
2,pi+,13.2598,-62.4649,3927.35,50.9753,-29.933,326.95,0.220805
2,pi+,214.127,161.642,3927.35,146.496,27.2286,239.381,0.175049
2,pi+,-640.733,-18.212,3927.35,-87.7783,-3.59723,344.384,0.242265
2,pi+,-134.771,211.711,3927.35,58.4202,-124.497,129.099,0.0950759
2,pi+,-43.955,-228.401,3927.35,-43.495,-47.5134,121.572,0.0564116
2,pi+,187.203,-9.70436,3927.35,31.118,63.1141,310.493,0.208047
2,pi+,32.7338,-28.5084,3927.35,-